Restaurant ID,Restaurant Name,City,Cuisines,Average Cost for two,Price range,Aggregate rating,Votes,Latitude,Longitude,CostBucket,Rating
6600427,Coco Bambu,Brasí_lia,international,230,4,4.9,30,-15.819,-47.8685,low,4.9
6600116,Gero,Brasí_lia,italian,350,4,3.3,8,-15.720118,-47.885812,medium,3.3
6601457,Brazilian American Burgers,Brasí_lia,american,50,2,3.6,9,-15.79753056,-47.92102778,low,3.6
7303219,Pesqueiro Eco Gourmet,Rio de Janeiro,seafood,140,4,4.0,7,-23.0115,-43.377,low,4.0
7304307,Confeitaria Colombo,Rio de Janeiro,desserts,100,4,4.8,29,-22.905293,-43.178826,low,4.8
7301215,Bibi,Rio de Janeiro,juices,60,3,4.7,24,-22.97207222,-43.18669167,low,4.7
7300596,Cervantes,Rio de Janeiro,beverages,90,3,4.5,29,-22.96216667,-43.17583333,low,4.5
7300612,Amir,Rio de Janeiro,lebanese,170,4,4.2,11,-22.96516667,-43.176,low,4.2
7300704,TT Burger,Rio de Janeiro,burger,60,3,4.8,19,-22.98683333,-43.191,low,4.8
7300955,Braseiro da Gíçvea,Rio de Janeiro,brazilian,100,4,4.9,40,-22.973507,-43.227042,low,4.9
7300521,Balada Mix,Rio de Janeiro,brazilian,90,3,4.6,21,-22.98520833,-43.211425,low,4.6
7300515,Garota de Ipanema,Rio de Janeiro,brazilian,120,4,4.9,49,-22.98533333,-43.203,low,4.9
7300483,Zazíç BistríÇ Tropical,Rio de Janeiro,brazilian,170,4,4.6,21,-22.98531944,-43.20520833,low,4.6
7301064,Filí© de Ouro,Rio de Janeiro,brazilian,90,3,4.3,14,-22.966647,-43.219563,low,4.3
7304312,D.O.C Ristorante,Rio de Janeiro,italian,150,4,4.0,5,-22.99991111,-43.34879167,low,4.0
7300004,Sushi Leblon,Rio de Janeiro,japanese,250,4,4.6,25,-22.98416667,-43.227,low,4.6
7300868,Talho Capixaba,Rio de Janeiro,bakery,120,4,4.4,13,-22.98516667,-43.22566667,low,4.4
7302637,Leme Light,Rio de Janeiro,brazilian,40,2,4.2,7,-22.963925,-43.17279167,low,4.2
7302140,Shirley,Rio de Janeiro,brazilian,250,4,4.2,8,-22.96337222,-43.17126389,low,4.2
7305048,Quiosque Chopp Brahma,Rio de Janeiro,bar food,70,3,0.0,1,-22.870413,-43.341164,low,0.0
7302898,Aprazí_vel,Rio de Janeiro,brazilian,300,4,4.7,44,-22.92481389,-43.18736944,low,4.7
7302859,Aconchego Carioca,Rio de Janeiro,brazilian,85,3,4.6,24,-22.91370833,-43.21551111,low,4.6
7301700,Garota de Ipanema,Rio de Janeiro,brazilian,80,3,4.3,10,-22.94783333,-43.16266667,low,4.3
6706313,Cantina Famiglia Mancini,Sí£o Paulo,italian,250,4,4.5,49,-23.55066667,-46.64516667,low,4.5
6704326,Templo da Carne - Marcos Bassi,Sí£o Paulo,steak,250,4,4.4,17,-23.559,-46.64633333,low,4.4
6711179,Gopala Hari,Sí£o Paulo,indian,70,3,3.1,5,-23.55616667,-46.65866667,low,3.1
6702797,Jiquitaia,Sí£o Paulo,brazilian,100,4,4.1,15,-23.55671,-46.657523,low,4.1
6700475,Skye - Hotel Unique,Sí£o Paulo,beverages,300,4,4.8,59,-23.581688,-46.666851,low,4.8
6713413,Les 3 Brasseurs,Sí£o Paulo,french,120,4,4.6,30,-23.582135,-46.67511,low,4.6
6714340,Red Steak & Burger,Sí£o Paulo,brazilian,75,3,3.9,5,-23.585324,-46.683888,low,3.9
6710645,Cantinho da Gula,Sí£o Paulo,brazilian,55,2,0.0,0,-23.581,-46.67566667,low,0.0
6700402,Paris 6 Classique,Sí£o Paulo,french,200,4,3.4,73,-23.561568,-46.666041,low,3.4
6700846,Kawa Sushi,Sí£o Paulo,sushi,120,4,3.5,9,-23.571638,-46.657418,low,3.5
6702159,A Figueira Rubaiyat,Sí£o Paulo,bbq,300,4,4.3,39,-23.5655,-46.66983333,low,4.3
6711666,Kinoshita,Sí£o Paulo,sushi,230,4,3.9,12,-23.59233333,-46.67133333,low,3.9
6701257,Meats,Sí£o Paulo,gourmet fast food,120,4,4.3,68,-23.56483333,-46.68133333,low,4.3
6706211,Paribar,Sí£o Paulo,brazilian,150,4,4.3,46,-23.54664167,-46.64159444,low,4.3
6705858,Terraí_o Itíçlia,Sí£o Paulo,italian,400,4,4.4,37,-23.545163,-46.643425,medium,4.4
6701419,Divino Fogí£o,Sí£o Paulo,brazilian,65,3,0.0,2,-23.5995,-46.63716667,low,0.0
6703956,Super Grill,Sí£o Paulo,brazilian,50,2,0.0,2,-23.622925,-46.698574,low,0.0
6709580,Esquina Mocotí_,Sí£o Paulo,brazilian,100,4,4.4,22,-23.486535,-46.581672,low,4.4
6703176,Veloso,Sí£o Paulo,brazilian,70,3,4.6,58,-23.58516667,-46.63566667,low,4.6
6713772,Sainte Marie Gastronomia,Sí£o Paulo,lebanese,120,4,4.1,11,-23.609207,-46.746958,low,4.1
17284404,Austin's BBQ and Oyster Bar,Albany,bbq,25,2,3.3,35,31.610387,-84.221535,low,3.3
17284203,BJ's Country Buffet,Albany,american,10,1,3.3,25,31.608743,-84.207095,low,3.3
17284302,El Vaquero Mexican Restaurant,Albany,mexican,0,1,3.4,45,31.6158,-84.2194,low,3.4
17284397,Elements Coffee Co - Northwest,Albany,coffee and tea,10,1,3.4,26,31.622412,-84.206944,low,3.4
17284094,Chick-fil-A,Albany,fast food,10,1,3.5,67,31.616,-84.2193,low,3.5
17284409,Guang Zhou Chinese Restaurant,Albany,asian,10,1,3.9,141,31.6155186,-84.2091458,low,3.9
17284139,Harvest Moon,Albany,pizza,25,2,3.7,147,31.604905,-84.205718,low,3.7
17284403,Henry Campbell's Steakhouse,Albany,steak,70,4,3.5,51,31.612121,-84.223278,low,3.5
17284145,Hong Kong Cafe,Albany,chinese,25,2,3.6,88,31.6156,-84.2191,low,3.6
17284150,House of China Restaurant II,Albany,chinese,10,1,3.8,153,31.6104,-84.212,low,3.8
17284175,Locos Grill & Pub,Albany,american,25,2,3.5,57,31.6077,-84.2228,low,3.5
17284179,Longhorn Steakhouse,Albany,american,25,2,3.5,58,31.6185,-84.2229,low,3.5
17284197,Mikata Japanese Steakhouse,Albany,japanese,40,3,3.6,115,31.6137,-84.2164,low,3.6
17284241,Shogun Japanese Steak House,Albany,japanese,40,3,3.5,51,31.6118,-84.2233,low,3.5
17284390,The Catch Seafood Room & Oyster Bar,Albany,seafood,40,3,3.8,250,31.605882,-84.205025,low,3.8
17284279,Villa Gargano,Albany,italian,10,1,3.7,117,31.5985,-84.1757,low,3.7
17284364,3 Squares Diner,Albany,american,10,1,3.4,20,31.5308,-83.8389,low,3.4
16611114,Whitebull Hotel,Armidale,bar food,20,2,3.5,25,-30.5147169,151.6688792,low,3.5
17293281,Last Resort Grill,Athens,american,40,3,4.5,1821,33.957999,-83.378273,low,4.5
17293301,Mama's Boy Restaurant,Athens,southern,10,1,4.5,849,33.9535,-83.3654,low,4.5
17293409,Sr. Sol 1,Athens,mexican,10,1,4.6,917,33.9652,-83.4293,low,4.6
17293163,Choo Choo Eastside,Athens,japanese,10,1,3.9,439,33.9259,-83.3389,low,3.9
17293228,The Grill,Athens,breakfast,10,1,3.7,289,33.958198,-83.375523,low,3.7
17293880,Big City Bread Cafe,Athens,breakfast,10,1,4.3,558,33.959392,-83.384004,low,4.3
17293169,Clocked,Athens,american,10,1,4.2,613,33.9584,-83.3797,low,4.2
17293186,DePalma's Italian Cafe - Downtown,Athens,american,25,2,4.0,353,33.958112,-83.373596,low,4.0
17293180,DePalma's Italian Cafe - East Side,Athens,american,25,2,4.1,387,33.924275,-83.33995,low,4.1
17293205,Five & Ten,Athens,american,40,3,4.3,755,33.9415545,-83.3872482,low,4.3
17293229,Grit,Athens,international,10,1,4.2,800,33.960112,-83.381625,low,4.2
17293897,Ike & Jane,Athens,sandwich,10,1,4.1,350,33.963296,-83.400887,low,4.1
17293273,La Dolce Vita Ristorante,Athens,italian,40,3,4.1,464,33.9584,-83.4075,low,4.1
17293870,Shokitini,Athens,asian,25,2,4.2,550,33.957503,-83.379251,low,4.2
17293877,Taqueria Del Sol,Athens,mexican,10,1,4.1,543,33.960571,-83.383605,low,4.1
17293890,The National,Athens,international,40,3,4.1,465,33.959468,-83.37967,low,4.1
17293915,The Royal Peasant,Athens,bar food,10,1,4.4,546,33.937502,-83.38728,low,4.4
17293422,Transmetropolitan,Athens,italian,10,1,4.4,1098,33.9584,-83.3764,low,4.4
17293873,Trappeze Pub,Athens,burger,25,2,4.2,579,33.958363,-83.378881,low,4.2
17294014,Viva! Argentine Cuisine,Athens,desserts,10,1,4.1,374,33.9600227,-83.3828224,low,4.1
17294556,Miyabi Kyoto Japanese Steak House,Augusta,chinese,40,3,4.6,717,33.4721,-82.0865,low,4.6
17294607,Rae's Coastal Cafe,Augusta,american,40,3,4.9,548,33.4791,-82.0698,low,4.9
17294279,The Bee's Knees,Augusta,international,25,2,4.5,631,33.4765,-81.97,low,4.5
17294300,Boll Weevil Cafe,Augusta,desserts,10,1,3.9,372,33.474,-81.9684,low,3.9
17295215,Farmhaus Burger,Augusta,american,25,2,3.9,201,33.477444,-81.973006,low,3.9
17295028,Manuel's Bread Cafe,Augusta,breakfast,40,3,3.8,332,33.481779,-81.965571,low,3.8
17294642,Sconyers Bar B Que,Augusta,bbq,25,2,3.5,304,33.4086,-82.0327,low,3.5
17295109,Frog Hollow Tavern,Augusta,american,40,3,4.3,368,33.478231,-81.974944,low,4.3
17294441,Giuseppe's Pizza & Italian Specialities,Augusta,desserts,25,2,4.1,430,33.4827,-82.096,low,4.1
17294552,Mellow Mushroom,Augusta,italian,25,2,4.4,433,33.4778,-81.9721,low,4.4
17294565,Nacho Mamas Burritos,Augusta,mexican,10,1,4.0,380,33.4764,-81.9694,low,4.0
17294623,Rhinehart's Oyster Bar,Augusta,bar food,25,2,4.0,456,33.5133,-82.0505,low,4.0
17294712,Takosushi,Augusta,mexican,40,3,4.2,647,33.4848,-82.0301,low,4.2
17295033,The Chop House,Augusta,steak,40,3,4.0,360,33.467201,-82.080788,low,4.0
17295069,The Taj of India,Augusta,indian,25,2,4.0,227,33.5375868,-82.0805493,low,4.0
17294261,Augsburg Haus,Augusta,german,25,2,3.9,290,33.544342,-82.143793,low,3.9
17295115,Pho Bac,Augusta,vietnamese,10,1,4.1,270,33.532249,-82.126161,low,4.1
17294836,Rhinehart's Oyster Bar,Augusta,burger,25,2,4.0,326,33.521291,-82.141284,low,4.0
17294850,Thai Kitchen,Augusta,thai,35,3,4.3,317,33.5406,-82.1328,low,4.3
17294883,El Kiosco Mexican Restaurant,Augusta,mexican,10,1,4.2,300,33.4574,-82.1997,low,4.2
16608864,Taste of Balingup,Balingup,modern australian,20,2,3.2,21,-33.7845269,115.9844924,low,3.2
16604911,Bridge Road Brewers,Beechworth,pizza,20,2,4.6,237,-36.360439,146.685852,low,4.6
17303465,Bardenay,Boise,american,25,2,4.5,879,43.6138,-116.2019,low,4.5
17303642,Flatbread Neapolitan Pizzeria,Boise,italian,25,2,4.6,615,43.616068,-116.203466,low,4.6
17303670,Goldy's Breakfast Bistro,Boise,breakfast,25,2,4.5,879,43.6149,-116.2023,low,4.5
17303545,Chandlers Steakhouse,Boise,american,70,4,3.9,379,43.6157,-116.2064,low,3.9
17303655,Bar Gernika Basque Pub & Eatery,Boise,european,10,1,4.3,303,43.614,-116.2031,low,4.3
17304691,Barbacoa Restaurant,Boise,latin american,70,4,4.1,538,43.597235,-116.185034,low,4.1
17303478,Big Jud's,Boise,american,10,1,4.2,334,43.5945,-116.2062,low,4.2
17303480,Bittercreek Ale House,Boise,american,25,2,4.3,555,43.6167,-116.2022,low,4.3
17304733,Boise Fry Company,Boise,american,10,1,4.4,823,43.610279,-116.193409,low,4.4
17303646,Flying Pie Pizzaria,Boise,pizza,25,2,4.1,550,43.6192,-116.2625,low,4.1
17304929,Fork,Boise,american,25,2,4.4,650,43.616295,-116.202845,low,4.4
17303684,Guido's Original New York Style Pizza,Boise,pizza,10,1,4.3,410,43.615,-116.199,low,4.3
17303772,Los Beto's,Boise,mexican,10,1,4.4,660,43.6191,-116.2463,low,4.4
17305123,Lucianos Italian Restaurant,Boise,italian,25,2,4.4,360,43.6051379,-116.245165,low,4.4
17303787,Mai Thai Restaurant,Boise,sushi,40,3,4.0,340,43.6162,-116.2021,low,4.0
17303990,Shige Japanese Cuisine,Boise,japanese,25,2,4.1,393,43.6156,-116.2031,low,4.1
17304741,The Egg Factory,Boise,breakfast,10,1,4.3,422,43.619274,-116.281809,low,4.3
17304726,Tucanos,Boise,brazilian,40,3,4.0,435,43.591706,-116.280614,low,4.0
17304486,Texas Roadhouse,Boise,american,25,2,4.0,369,43.619108,-116.347304,low,4.0
17304533,Brick 29,Boise,american,40,3,4.4,487,43.5777,-116.5629,low,4.4
17316233,Winifreds,Cedar Rapids/Iowa City,american,40,3,3.7,98,42.0179,-91.6336,low,3.7
17315883,Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,italian,40,3,4.1,365,42.0281,-91.6327,low,4.1
17315995,El Super Burrito,Cedar Rapids/Iowa City,mexican,10,1,4.1,190,41.9748,-91.7148,low,4.1
17316018,Granite City Food & Brewery,Cedar Rapids/Iowa City,american,40,3,4.1,429,42.0249,-91.6224,low,4.1
17316038,Irish Democrat,Cedar Rapids/Iowa City,american,25,2,4.4,430,42.01,-91.6347,low,4.4
17316771,Taste of India,Cedar Rapids/Iowa City,indian,25,2,4.2,186,42.0215347,-91.6499622,low,4.2
17316201,Thai Moon Restaurant,Cedar Rapids/Iowa City,chinese,10,1,4.2,220,41.9639,-91.7266,low,4.2
17316208,Ting's Red Lantern,Cedar Rapids/Iowa City,chinese,10,1,4.2,347,42.0468,-91.6394,low,4.2
17316389,Monica's,Cedar Rapids/Iowa City,american,25,2,3.8,161,41.670466,-91.569767,low,3.8
17316278,Exotic India,Cedar Rapids/Iowa City,indian,25,2,4.1,160,41.6685,-91.5687,low,4.1
17316744,Shorts Burger and Shine,Cedar Rapids/Iowa City,burger,10,1,4.9,820,41.660982,-91.534424,low,4.9
17316751,The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,american,10,1,4.5,488,41.663849,-91.531414,low,4.5
17316766,Bluebird Diner,Cedar Rapids/Iowa City,breakfast,25,2,3.6,253,41.663751,-91.531093,low,3.6
17316743,Graze,Cedar Rapids/Iowa City,american,40,3,3.8,220,41.658691,-91.534302,low,3.8
17316374,A & A Pagliai's Pizza,Cedar Rapids/Iowa City,pizza,25,2,4.3,485,41.6648,-91.5314,low,4.3
17316381,Atlas World Grill,Cedar Rapids/Iowa City,international,40,3,4.3,428,41.661,-91.5341,low,4.3
17316802,BlackStone,Cedar Rapids/Iowa City,american,25,2,4.1,294,41.667742,-91.482165,low,4.1
17316416,Devotay,Cedar Rapids/Iowa City,mediterranean,40,3,4.0,380,41.6625,-91.5318,low,4.0
17316449,Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,bbq,25,2,4.2,259,41.6428,-91.5074,low,4.2
17316603,Zoeys Pizzeria,Cedar Rapids/Iowa City,pizza,25,2,4.7,433,42.0331,-91.5995,low,4.7
16659169,Tokyo Sushi,Chatham-Kent,japanese,25,2,3.7,176,42.397683,-82.188438,low,3.7
17558684,Berry Patch Restaurant,Clatskanie,american,10,1,4.3,96,46.126967,-123.368151,low,4.3
18366580,Sakura Sushi & Grill,Cochrane,asian,25,2,3.1,6,51.183934,-114.472474,low,3.1
17330755,Uptown Vietnam cuisine,Columbus,asian,10,1,3.3,33,32.470315,-84.992671,low,3.3
17330611,Cafe Le Rue @ The Landings,Columbus,american,25,2,4.6,489,32.519247,-84.95591,low,4.6
17330609,Mark's City Grille,Columbus,american,25,2,4.5,345,32.555591,-84.927047,low,4.5
17330024,B Merrell's,Columbus,burger,25,2,3.8,149,32.5577,-84.9436,low,3.8
17330074,Cannon Brewpub,Columbus,pizza,25,2,3.9,330,32.4656,-84.9936,low,3.9
17330185,Fuji Japanese Steak House,Columbus,japanese,40,3,3.9,247,32.5382197,-84.954984,low,3.9
17330397,Ruth Ann's Family Restaurant,Columbus,breakfast,10,1,3.7,123,32.4637,-84.9876,low,3.7
17330735,Samurai Japanese Cuisine & Sushi Bar,Columbus,japanese,40,3,3.6,109,32.4652417,-84.9933631,low,3.6
17330676,Wasabi Sushi and Thai,Columbus,japanese,40,3,3.7,134,32.534002,-84.96661,low,3.7
17330048,Buckhead Bar and Grill,Columbus,seafood,40,3,4.2,722,32.513154,-84.95367,low,4.2
17330604,Burt's Butcher Shoppe and Eatery,Columbus,steak,25,2,4.3,213,32.504657,-84.947569,low,4.3
17330087,Chef Lee's Peking Restaurant,Columbus,chinese,25,2,4.0,335,32.5393,-84.9607,low,4.0
17330137,Country's Barbecue,Columbus,bbq,25,2,4.0,353,32.4792,-84.9464,low,4.0
17330155,Deorio's,Columbus,italian,0,1,4.0,170,32.481,-84.9427,low,4.0
17330309,Mellow Mushroom,Columbus,pizza,25,2,4.1,192,32.5321,-84.9557,low,4.1
17330311,Meritage,Columbus,american,40,3,4.1,302,32.466158,-84.992093,low,4.1
17330615,Mongo The Mongolian Fire Pit,Columbus,asian,10,1,4.2,355,32.560905,-84.938698,low,4.2
17330638,The Black Cow,Columbus,american,25,2,4.3,287,32.468757,-84.991384,low,4.3
17330628,Wood Stone,Columbus,italian,40,3,4.0,264,32.527217,-84.963201,low,4.0
17330546,Hunter's Pub,Columbus,american,40,3,4.4,235,32.7455,-85.0213,low,4.4
16643459,Consort Restaurant,Consort,chinese,25,2,3.0,6,52.0082889,-110.7746994,low,3.0
17334434,Thatcher's Barbeque and Grill,Dalton,american,25,2,3.7,38,34.5251331,-84.9396931,low,3.7
17334348,Christian and Jake's Bistro,Dalton,desserts,10,1,4.4,122,34.474635,-84.926258,low,4.4
17334213,Dub's High on the Hog,Dalton,bbq,25,2,4.4,207,34.4972488,-84.9523921,low,4.4
17334355,Sierra's Mexican Restaurant,Dalton,mexican,10,1,3.9,66,34.752476,-84.767911,low,3.9
17334212,Oakwood Cafe,Dalton,bbq,10,1,4.9,249,34.769686,-84.969393,low,4.9
17333797,Chili's Grill & Bar,Dalton,american,25,2,3.8,63,34.7643,-85.0039,low,3.8
17334217,Fuji Japanese Steakhouse,Dalton,japanese,40,3,3.8,145,34.759551,-84.992342,low,3.8
17334273,Las Palmas,Dalton,mexican,10,1,3.8,83,34.759665,-84.992924,low,3.8
17334254,Tony's Italian Restaurant & Pizza,Dalton,italian,25,2,3.7,116,34.758645,-84.999678,low,3.7
17333836,Filling Station,Dalton,american,10,1,4.1,122,34.7742,-84.9678,low,4.1
17334197,Five Guys Burgers and Fries,Dalton,fast food,10,1,4.1,142,34.759273,-84.990925,low,4.1
17333882,Los Pablos,Dalton,mexican,10,1,4.1,114,34.7604,-84.9964,low,4.1
17334211,Kobe Hibachi & Sushi,Dalton,american,25,2,4.6,214,34.9428786,-85.2229101,low,4.6
17334390,Soho Hibachi,Dalton,japanese,10,1,4.3,116,34.9528157,-85.246237,low,4.3
17334034,Thai Garden,Dalton,thai,25,2,4.2,111,34.9546,-85.2545,low,4.2
17334414,Southern Bliss Bakery,Dalton,desserts,10,1,3.7,25,34.705093,-85.294955,low,3.7
17334082,Bailey's Bar-B-Que,Dalton,bbq,10,1,4.1,128,34.9273,-85.1321,low,4.1
17334364,Farm To Fork,Dalton,american,10,1,4.3,244,34.912109,-85.130492,low,4.3
17334398,Home Plate Grill,Dalton,american,10,1,4.2,112,34.9151853,-85.1079396,low,4.2
17334219,Pie Slingers Pizzeria,Dalton,italian,10,1,4.1,144,34.851907,-85.249727,low,4.1
17335173,Olive Tree Cafe,Davenport,indian,25,2,4.6,166,41.574935,-90.496986,low,4.6
17335195,"Red Ginger Sushi, Grill & Bar",Davenport,sushi,40,3,4.5,208,41.53845,-90.522479,low,4.5
17335225,Crust Stone Oven Pizza,Davenport,burger,25,2,3.9,136,41.5747801,-90.4912446,low,3.9
17335219,Jimmy's Pancake House,Davenport,american,10,1,4.0,85,41.548746,-90.504176,low,4.0
17334965,Trattoria Tiramisu,Davenport,italian,25,2,4.1,117,41.525384,-90.50709,low,4.1
17335189,Prairie Grille at SteepleGate Inn,Davenport,american,25,2,3.4,53,41.593892,-90.574088,low,3.4
17335156,Tantra Asian Bistro,Davenport,asian,25,2,4.9,474,41.574459,-90.565837,low,4.9
17334717,Chick-fil-A,Davenport,fast food,10,1,3.9,125,41.5604,-90.5716,low,3.9
17334752,Duck City Bistro,Davenport,american,70,4,3.7,201,41.5223,-90.5737,low,3.7
18453427,Frick's Tap,Davenport,american,25,2,0.0,2,41.52253634,-90.59466452,low,0.0
17793744,Los Agaves,Davenport,mexican,25,2,0.0,3,41.5709434,-90.5154313,low,0.0
17334679,Azteca,Davenport,mexican,0,1,4.3,167,41.5699,-90.5683,low,4.3
17334718,China Cafe,Davenport,chinese,25,2,4.0,112,41.5749,-90.5321,low,4.0
17334763,Exotic Thai Restaurant,Davenport,thai,25,2,4.1,256,41.5747,-90.5432,low,4.1
17335158,Front Street Brewery,Davenport,american,10,1,4.3,123,41.520389,-90.572418,low,4.3
17334782,Granite City Food & Brewery,Davenport,american,25,2,4.0,199,41.5745,-90.5137,low,4.0
17334846,Los Agaves,Davenport,mexican,25,2,4.1,157,41.559,-90.5686,low,4.1
17334853,Machine Shed Restaurant,Davenport,american,25,2,4.1,100,41.5944,-90.6136,low,4.1
17335168,Osaka,Davenport,japanese,40,3,4.2,141,41.570997,-90.515175,low,4.2
17334958,Texas Roadhouse,Davenport,american,25,2,4.2,197,41.5747,-90.517,low,4.2
17258496,Hickory Park,Des Moines,bbq,25,2,4.5,1025,42.010254,-93.610084,low,4.5
17259395,The Cafe,Des Moines,american,25,2,4.9,570,42.048779,-93.643094,low,4.9
17258350,Flying Mango,Des Moines,bbq,40,3,4.5,674,41.614965,-93.677638,low,4.5
17258136,Cool Basil,Des Moines,asian,25,2,4.1,496,41.600564,-93.739573,low,4.1
17258522,HuHot Mongolian Grill,Des Moines,asian,25,2,4.0,411,41.60028,-93.760027,low,4.0
17259958,Malo,Des Moines,latin american,25,2,3.2,113,41.583309,-93.627896,low,3.2
17258036,Centro,Des Moines,italian,40,3,4.5,1109,41.5857431,-93.6300803,low,4.5
17259368,Fong's Pizza,Des Moines,chinese,25,2,4.6,728,41.585465,-93.621631,low,4.6
17257684,A Dong Restaurant,Des Moines,asian,10,1,4.4,659,41.587219,-93.637401,low,4.4
17258154,Court Avenue Brewing Company,Des Moines,american,40,3,4.2,370,41.58536,-93.620726,low,4.2
17259340,Django,Des Moines,french,40,3,4.3,532,41.584027,-93.629436,low,4.3
17259243,Miyabi 9,Des Moines,japanese,25,2,4.8,860,41.590819,-93.611366,low,4.8
17259625,Zombie Burger + Drink Lab,Des Moines,burger,10,1,4.2,943,41.590106,-93.61474,low,4.2
17259169,Tursi's Latin King,Des Moines,american,70,4,4.1,476,41.601415,-93.577383,low,4.1
17259166,Tsing Tsao South,Des Moines,chinese,10,1,4.1,218,41.545869,-93.645245,low,4.1
17259335,Bandit Burrito,Des Moines,breakfast,10,1,4.0,214,41.6714654,-93.6976773,low,4.0
17259248,Jethro's BBQ,Des Moines,american,25,2,4.3,699,41.603901,-93.659797,low,4.3
17258552,The Machine Shed Restaurant,Des Moines,american,25,2,3.8,308,41.615083,-93.772033,low,3.8
17259550,Mi Patria,Des Moines,latin american,25,2,4.0,157,41.594039,-93.73624,low,4.0
